unixTime,leftRearCompression,rightRearCompression,leftFrontCompression,rightFrontCompression,steeringAngle
637238813978762693,0.422532,0.5186411,0.420077,0.4934995,45
637238813978962312,0.4235812,0.5187289,0.4150009,0.4923973,45
637238813979221468,0.4243378,0.5189185,0.4136849,0.4913007,45
637238813979385387,0.4245483,0.5185855,0.4123178,0.4902969,45
637238813979574904,0.4263922,0.5183219,0.4114818,0.4836085,45
637238813980123410,0.4329455,0.5178643,0.4105926,0.474454,45
637238813980481660,0.4360718,0.5166688,0.4067451,0.4720208,45
637238813980701061,0.4426698,0.5154971,0.4074211,0.4617278,45
637238813980880621,0.4464456,0.5149026,0.4083344,0.4587342,45
637238813981130025,0.4501667,0.5144446,0.4101013,0.4563559,45
637238813981707158,0.4533662,0.5114662,0.4112656,0.4488604,45
637238813981936452,0.4554666,0.5097147,0.4132317,0.4471908,45
637238813982096026,0.4574763,0.5107458,0.4154291,0.4464492,45
637238813982305477,0.4585626,0.5075349,0.4134524,0.4466383,45
637238813982564788,0.459555,0.5066202,0.4156636,0.4479482,45
637238813982724336,0.4602491,0.5059825,0.4193063,0.4503146,45
637238813983318372,0.4601651,0.5032791,0.4247699,0.4514211,45
637238813983477749,0.4597078,0.5018792,0.4223374,0.4547287,45
637238813983707113,0.4539486,0.5015973,0.4235743,0.4591211,45
637238813983906590,0.4508858,0.5035782,0.4276963,0.458757,45
637238813984076112,0.4488554,0.5032882,0.4282091,0.4618642,45
637238813984305523,0.4472205,0.5035941,0.4285412,0.4658353,45
637238813984941611,0.4426976,0.5080194,0.4325474,0.4744209,45
637238813985280697,0.4400642,0.5130321,0.4290509,0.4817244,45
637238813985434422,0.4389381,0.5127568,0.4303484,0.4859788,45
637238813985663803,0.4380774,0.51378,0.4304882,0.4852357,45
637238813985883223,0.4323587,0.5152049,0.4300991,0.4868882,45
637238813986491608,0.4307804,0.5169479,0.43037,0.4911969,45
637238813986780819,0.4301249,0.5179178,0.4245581,0.4881826,45
637238813987000237,0.4309957,0.5172879,0.4259913,0.4885327,45
637238813987329364,0.4347723,0.5169983,0.426313,0.4840473,45
637238813987558756,0.4323233,0.5171875,0.4211111,0.4821403,45
637238813988137189,0.4382667,0.5152954,0.4214752,0.4737931,45
637238813988346633,0.4421666,0.5151461,0.4224903,0.4710331,45
637238813988625946,0.4464273,0.5137469,0.4178051,0.4690624,45
637238813988795431,0.4442574,0.5136099,0.4185985,0.4679576,45
637238813988984955,0.4467239,0.5112917,0.4220136,0.4611678,45
637238813989264181,0.4537081,0.508858,0.4250806,0.4574617,45
637238813989832669,0.4554294,0.5083321,0.4220116,0.449712,45
637238813990032122,0.4562858,0.5051107,0.4247674,0.4491562,45
637238813990201680,0.458348,0.5040922,0.4268639,0.4498979,45
637238813990800069,0.4605267,0.5028118,0.4266334,0.4473626,45
637238813991428394,0.4605003,0.5027836,0.4334467,0.4487023,45
637238813991687826,0.4616138,0.5037974,0.4299272,0.4512427,45
637238813991927058,0.4560216,0.5026774,0.4333906,0.454168,45
637238813992086630,0.4546513,0.5048301,0.4332872,0.4583159,45
637238813992316026,0.4541059,0.5039085,0.4346603,0.4575733,45
637238813993104027,0.4528345,0.5098594,0.4341107,0.4695898,45
637238813993433039,0.4456616,0.5094914,0.4342447,0.4714717,45
637238813993851993,0.4445526,0.5111247,0.430318,0.4721626,45
637238813994131168,0.4405752,0.5132424,0.4330219,0.4781513,45
637238813994984282,0.4434457,0.515292,0.4306771,0.4789979,45
637238813996390543,0.4501867,0.5133129,0.4307055,0.4703008,45
637238813997265522,0.4523862,0.5083397,0.4324567,0.4577177,45
637238813997564717,0.4586156,0.5055048,0.4304813,0.4562613,45
637238813997943691,0.4582053,0.5030845,0.4355565,0.4504698,45
637238813998701673,0.4615158,0.5019785,0.4324577,0.4462765,45
637238813999210313,0.468347,0.5018407,0.4340732,0.4456523,45
637238813999550517,0.4650832,0.5036314,0.4374509,0.4441352,45
637238814000338491,0.4638607,0.503806,0.4342765,0.4470625,45
637238814000922208,0.4641469,0.5034389,0.4360898,0.4519902,30
637238814001730042,0.4618194,0.4992778,0.4461305,0.4545365,10
637238814002837082,0.4646823,0.4866479,0.4529197,0.4510853,-15
637238814003605031,0.4746331,0.4768752,0.4626348,0.4495263,-35
637238814004592478,0.4931268,0.4626806,0.4788749,0.4456507,-45
637238814005031224,0.4989216,0.4545664,0.4831222,0.4394123,-45
637238814006417510,0.5193547,0.4332837,0.4952595,0.4156891,-45
637238814006816438,0.5327888,0.4245613,0.5029283,0.3930131,-45
637238814007803802,0.5366819,0.4095164,0.5109568,0.3719053,-45
637238814008272553,0.5332829,0.4032322,0.5167703,0.3660182,-45
637238814008890973,0.5342914,0.4025465,0.5211819,0.3648794,-45
637238814009728794,0.5337148,0.4072295,0.5223345,0.3696153,-45
637238814010117609,0.5327981,0.4133013,0.5173567,0.3759995,-45
637238814010566410,0.5325398,0.4171896,0.511035,0.3796407,-45
637238814011893092,0.5174063,0.4222934,0.4841182,0.3883717,-45
637238814012622239,0.4987975,0.43092,0.460682,0.3967035,-45
637238814013340312,0.4894826,0.4454243,0.445364,0.4043925,-45
637238814013699354,0.4908951,0.4508064,0.441864,0.4068891,-45
637238814014078337,0.4921631,0.4570341,0.4400681,0.4055014,-45
637238814014796422,0.4981755,0.4655598,0.4433143,0.4048704,-45
637238814015285108,0.5075154,0.4609896,0.4491878,0.4000337,-45
637238814015836149,0.510501,0.4547455,0.4548205,0.395655,-45
637238814016709212,0.5199068,0.4367428,0.4753025,0.3839052,-45
637238814017108203,0.5247927,0.4250133,0.4833829,0.378597,-45
637238814017526911,0.5270525,0.4178947,0.4912595,0.3759901,-45
637238814018215077,0.5308223,0.407501,0.500402,0.3743012,-45
637238814018673826,0.5312885,0.4029356,0.5052526,0.3736357,-45
637238814019072836,0.5301793,0.4012522,0.5062171,0.3745429,-45
637238814019880604,0.525794,0.4018748,0.5022561,0.3788263,-45
637238814020080066,0.5224939,0.4053384,0.4944479,0.3795432,-45
637238814020289659,0.5199999,0.4086157,0.4917568,0.3826751,-45
637238814020658524,0.5140348,0.4172409,0.4795288,0.3839807,-45
637238814021406519,0.506101,0.4278305,0.4612521,0.3847352,-45
637238814021765568,0.4992981,0.4354092,0.4498051,0.3869881,-45
637238814022114631,0.4953991,0.4442338,0.4366324,0.3884926,-45
637238814022423919,0.495338,0.4487446,0.4336001,0.388998,-45
637238814023331382,0.489125,0.4654875,0.4153882,0.3891677,-45
637238814023730322,0.4922611,0.4686761,0.4155795,0.3878792,-45
637238814024039484,0.4944181,0.4698202,0.4172051,0.3865692,-45
637238814024697717,0.5004097,0.4661341,0.4284787,0.3859787,-45
637238814025196396,0.5058066,0.4633279,0.4400871,0.3888078,-45
637238814025435751,0.5124003,0.4527307,0.451654,0.3883125,-45
637238814025675115,0.5154088,0.4520895,0.4581137,0.3901927,-45
637238814026735975,0.5266563,0.42776,0.4927048,0.3834456,-45
637238814027124946,0.5306709,0.4162779,0.5030344,0.3808224,-45
637238814027484066,0.5334927,0.4102396,0.5105763,0.377519,-45
637238814028222010,0.5331488,0.3973569,0.518932,0.3732395,-45
637238814028600986,0.5325593,0.3933385,0.5209023,0.3742439,-45
637238814028960042,0.5292337,0.3960622,0.5164744,0.3699315,-45
637238814029398854,0.5246142,0.3938694,0.5052821,0.3659072,-45
637238814030077042,0.5136266,0.4112384,0.4734614,0.3659585,-45
637238814030485953,0.5085044,0.4181882,0.4560505,0.3665789,-45
637238814030725307,0.506166,0.4260766,0.447511,0.3668659,-45
637238814031054546,0.5025429,0.436932,0.4314973,0.3686146,-45
637238814031742629,0.4961304,0.4587732,0.4154864,0.3723559,-45
637238814032031816,0.4913715,0.4671603,0.4044964,0.3755367,-45
637238814032350986,0.4901765,0.4717032,0.4003707,0.3771073,-45
637238814032660135,0.4904982,0.4769723,0.3955277,0.3806119,-45
637238814033318386,0.4869374,0.4794307,0.3997203,0.3866618,-45
637238814033557739,0.4888058,0.4794157,0.4026181,0.3844985,-45
637238814033976640,0.4896572,0.4743845,0.4104184,0.3877533,-45
637238814034295780,0.4922408,0.4668115,0.4214534,0.3904265,-45
637238814035103650,0.5007727,0.4538947,0.4438212,0.3888398,-45
637238814035372883,0.5098273,0.4439711,0.4641235,0.3909886,-45
637238814035532477,0.5143254,0.44004,0.4732745,0.3939713,-45
637238814035881527,0.5184265,0.4352466,0.4817996,0.3945349,-45
637238814036051069,0.5258495,0.4250787,0.4975504,0.3861941,-45
637238814036709617,0.5364749,0.4185753,0.5156673,0.3850088,-45
637238814036858918,0.5376019,0.413099,0.5199342,0.3832265,-45
637238814037178060,0.5368868,0.4057426,0.523415,0.3810395,-45
637238814037347602,0.5351465,0.4045361,0.5256574,0.3792952,-45
637238814037517148,0.5333987,0.400996,0.5273071,0.3769204,-45
637238814037776463,0.5322708,0.3985792,0.5282028,0.3740577,-45
637238814038324993,0.5324991,0.3939076,0.5181691,0.365655,-45
637238814038634326,0.5333123,0.3986452,0.5085954,0.3597493,-45
637238814038753856,0.5333123,0.3986452,0.5085954,0.3597493,-45
637238814038963372,0.532698,0.3979191,0.5021178,0.3574646,-45
637238814039222660,0.5278199,0.4004312,0.4868299,0.3526535,-45
637238814039342267,0.5278199,0.4004312,0.4868299,0.3526535,-45
637238814039940668,0.5186446,0.4126405,0.4612387,0.3508338,-45
637238814040100237,0.5154439,0.4164842,0.4527513,0.3511525,-45
637238814040319660,0.5124764,0.421301,0.4445325,0.3520398,-45
637238814040584089,0.5096951,0.4271544,0.4367244,0.3534916,-45
637238814040753632,0.5072145,0.436909,0.4291786,0.3550578,-45
637238814040923197,0.5043137,0.442878,0.4228067,0.3580578,-45
637238814041517053,0.4959976,0.4612829,0.4111759,0.366989,-45
637238814041975532,0.4940128,0.4687625,0.4029846,0.3730427,-45
637238814042194961,0.4891375,0.4732559,0.4000413,0.3757012,-45
637238814042743471,0.48475,0.4795011,0.3969227,0.3844338,-45
637238814043371791,0.4834265,0.4780354,0.4027267,0.3913899,-45
637238814043551383,0.4840999,0.4769661,0.4066793,0.3926942,-45
637238814043800761,0.4860872,0.4749788,0.4116546,0.3943652,-45
637238814044010083,0.4914105,0.4701433,0.4246484,0.3981863,-45
637238814044159686,0.4914105,0.4701433,0.4246484,0.3981863,-45
637238814044728164,0.5013301,0.4571764,0.4524967,0.3974287,-45
637238814044967572,0.5032875,0.4513275,0.4609896,0.3974708,-45
637238814045276757,0.5121318,0.4394252,0.4774565,0.3953188,-45
637238814045466193,0.5172242,0.4329376,0.4853081,0.3923809,-45
637238814045785348,0.5221912,0.4293498,0.4930623,0.3892369,-45
637238814046513392,0.5389785,0.4116826,0.517801,0.3817606,-45
637238814046685313,0.5384117,0.4076285,0.5217066,0.3789557,-45
637238814046854885,0.5362229,0.4096401,0.5247027,0.3766302,-45
637238814047233869,0.5323073,0.4055828,0.5275775,0.3707716,-45
637238814047433602,0.5316218,0.4001369,0.5282122,0.3675783,-45
637238814048036859,0.5325898,0.3963588,0.5230262,0.3566027,-45
637238814048246346,0.5325898,0.3963588,0.5230262,0.3566027,-45
637238814048560565,0.5330442,0.396502,0.5135953,0.3491001,-45
637238814048740087,0.5330828,0.3973736,0.5062519,0.3456804,-45
637238814048969472,0.5331349,0.398738,0.4978683,0.3430642,-45
637238814049652810,0.5334609,0.4129973,0.4696332,0.3365773,-45
637238814049932068,0.5268991,0.4202357,0.4502804,0.3367164,-45
637238814050081666,0.5220476,0.4250862,0.4410499,0.3376447,-45
637238814050261183,0.5172819,0.4294886,0.4323445,0.3390277,-45
637238814050545741,0.5127977,0.4366881,0.4242755,0.3421736,-45
637238814051134232,0.4999984,0.4523225,0.4043762,0.3535775,-45
637238814051343612,0.4959386,0.4605173,0.3999986,0.3577816,-45
637238814051513160,0.4926941,0.4641434,0.4003191,0.3628105,-45
637238814051852245,0.4845387,0.4717107,0.3959046,0.3722066,-45
637238814052011824,0.481017,0.4752129,0.3945827,0.3767428,-45
637238814052171444,0.481017,0.4752129,0.3945827,0.3767428,-45
637238814052729906,0.4756114,0.4812886,0.3963943,0.3919408,-45
637238814052889484,0.4750405,0.482161,0.3990982,0.3935269,-45
637238814053188682,0.4751361,0.4822127,0.402961,0.3976306,-45
637238814053358222,0.4759333,0.4766439,0.4076976,0.4014043,-45
637238814053527784,0.4774718,0.4752097,0.4133673,0.4038787,-45
637238814053777101,0.4799382,0.4699605,0.419973,0.4077173,-45
637238814055831608,0.4916365,0.4603635,0.4442815,0.4067945,-45
637238814056260471,0.5225641,0.4338589,0.4948495,0.3991626,-45
637238814056998503,0.5414282,0.4172389,0.5243552,0.386545,-45
637238814057267770,0.5340042,0.4043526,0.5296879,0.3795343,-45
637238814057427346,0.5315795,0.3978699,0.5334735,0.3767921,-45
637238814057636793,0.5308068,0.3938435,0.534786,0.3684445,-45
637238814058285078,0.5328937,0.3866743,0.5404216,0.354103,-45
637238814058554337,0.5332024,0.3851514,0.5367313,0.3500116,-45
637238814058703934,0.5331456,0.3852818,0.5236955,0.3449456,-45
637238814058873477,0.533143,0.3856887,0.5087059,0.3404742,-45
637238814059172680,0.5333769,0.3872547,0.4988228,0.3301063,-45
637238814059736563,0.5339009,0.3976678,0.4840092,0.319672,-45
637238814059926010,0.5340236,0.4023831,0.473478,0.3180422,-45
637238814060105560,0.5341814,0.4035544,0.4637917,0.3115533,-45
